timeMs,evt,a,b,c,d,s
350413,5,0.745118960700814,1.5,-0.985390151949214,1.2597288087516,
350413,2,0,1,17.8,0,MEDIUM
353381,1,1,20.2,21.9167931517923,1.62221648995211,CL
353381,5,1.02080171205192,1.5,-0.898585222099815,1.62221648995211,
355585,1,1,27.2,23.921570411552,1.50121694540811,CL
355585,5,0.519607397111989,1.5,-0.518390451703879,1.50121694540811,
355585,2,1,2,27.2,0,LOW
358653,1,2,29.3,26.1104428783829,-1.79639824983677,CL
358653,5,-0.0276107195957236,-1.5,-0.268787530241046,-1.79639824983677,
362069,1,2,26.3,26.1915932104232,-1.75751830466262,CL
362069,5,-0.0478983026058044,-1.5,-0.209620002056816,-1.75751830466262,
365968,1,2,23.1,24.8005417396795,1.53943179871842,CL
365968,5,0.299864565080114,1.5,-0.260432766361697,1.53943179871842,
370784,1,2,18.7,21.8583717062891,2.13091619144567,CL
370784,5,1.03540707342773,1.5,-0.404490881982055,2.13091619144567,
376132,1,2,16.8,19.3077693460681,2.67942480054926,CL
376132,5,1.67305766348297,1.5,-0.493632862933707,2.67942480054926,
381366,1,2,17.2,18.2395216677813,2.97399678082192,CL
381366,5,1.94011958305468,1.5,-0.466122802232755,2.97399678082192,
381366,2,2,3,17.2,0,LOW
387413,1,3,19.8,19.060967202169,2.90293223439093,CL
387413,5,1.73475819945775,1.5,-0.331825965066818,2.90293223439093,
391970,1,3,26.3,22.6478078798693,2.25192929186424,CL
391970,5,0.838048030032677,1.5,-0.0861187381684408,2.25192929186424,
396822,1,3,24.7,23.6638983978512,2.06593493590154,CL
396822,5,0.584025400537197,1.5,-0.0180904646356565,2.06593493590154,
400905,1,3,29.4,26.3864306576135,-1.47495342312379,CL
400905,5,-0.0966076644033764,-1.5,0.121654241279589,-1.47495342312379,
400905,2,3,0,29.4,0,MEDIUM
401904,1,0,30,27.7049870124936,-1.56521208912371,CL
401904,5,-0.426246753123393,-1.5,0.361034663999685,-1.56521208912371,
402906,1,0,29.9,28.4017899532883,-1.67225916896338,CL
402906,5,-0.600447488322086,-1.5,0.428188319358702,-1.67225916896338,
403903,1,0,30.1,28.9016708228717,-1.78289087631429,CL
403903,5,-0.725417705717927,-1.5,0.442526829403635,-1.78289087631429,
404907,1,0,29.9,29.184227419676,-1.88552407203524,CL
404907,5,-0.796056854919011,-1.5,0.410532782883775,-1.88552407203524,
405908,1,0,30,29.4101979700075,-1.97892915612856,CL
405908,5,-0.852549492501869,-1.5,0.373620336373307,-1.97892915612856,
406902,1,0,30.2,29.6261835637703,-2.06445250309137,CL
406902,5,-0.906545890942574,-1.5,0.342093387851209,-2.06445250309137,
407915,1,0,29.6,29.6190458051653,-2.13251429273136,CL
407915,5,-0.904761451291327,-1.5,0.272247158559969,-2.13251429273136,
409055,1,0,26.3,28.6936498740365,-2.14069392788691,CL
409055,5,-0.673412468509127,-1.5,0.032718540622216,-2.14069392788691,
410516,1,0,20.5,26.250277385634,-2.02506901159123,CL
410516,5,-0.0625693464084982,-1.5,-0.462499665182731,-2.02506901159123,
411805,1,0,23.3,25.3673188994658,1.11157884575373,CL
411805,5,0.158170275133545,1.5,-0.546591429379819,1.11157884575373,
412939,1,0,26.5,25.6982039495718,1.20435287912439,CL
412939,5,0.0754490126070593,1.5,-0.371096133482667,1.20435287912439,
412939,2,0,1,26.5,0,MEDIUM

